일자,전체 1차,전체 2차,전체 3차,전체 4차,화이자 1차,화이자 2차,화이자 3차,화이자 4차,모더나 1차,모더나 2차,모더나 3차,모더나 4차,아스트라제네카 1차,아스트라제네카 2차,아스트라제네카 3차,아스트라제네카 4차,얀센 1차·2차,얀센 3차,얀센 4차,노바백스 1차,노바백스 2차,노바백스 3차,노바백스 4차,기타 1차,기타 2차,기타 3차,기타 4차
2021-04-16,104110,1309,0,0,76525,643,0,0,421,265,0,0,26810,210,0,0,15,0,0,0,0,0,0,339,176,0,0
2021-04-15,94165,934,0,0,73533,495,0,0,357,268,0,0,19872,20,0,0,4,0,0,0,0,0,0,399,147,0,0
2021-04-14,47206,992,0,0,32078,497,0,0,336,295,0,0,14482,7,0,0,9,0,0,0,0,0,0,301,184,0,0
2021-04-13,46056,1800,0,0,31761,418,0,0,317,198,0,0,12625,15,0,0,1023,0,0,0,0,0,0,330,146,0,0
2021-04-12,40641,2476,0,0,31106,462,0,0,355,147,0,0,7210,10,0,0,1683,0,0,0,0,0,0,287,174,0,0
2021-04-11,1230,477,0,0,813,257,0,0,132,63,0,0,37,5,0,0,89,0,0,0,0,0,0,159,63,0,0
2021-04-10,10614,2295,1,0,8846,1399,1,0,277,92,0,0,604,6,0,0,732,0,0,0,0,0,0,155,66,0,0
2021-04-09,36475,9868,0,0,30044,7834,0,0,386,265,0,0,4017,3,0,0,1615,0,0,0,0,0,0,413,151,0,0
2021-04-08,39517,11960,0,0,30445,9993,0,0,360,443,0,0,6731,17,0,0,1378,0,0,0,0,0,0,603,129,0,0
2021-04-07,39597,11271,0,0,21591,9679,0,0,336,158,0,0,15857,8,0,0,1359,0,0,0,0,0,0,454,67,0,0
2021-04-06,40048,7523,0,0,23130,6146,0,0,414,346,0,0,15286,3,0,0,941,0,0,0,0,0,0,277,87,0,0
2021-04-05,37995,1767,0,0,22820,569,0,0,311,101,0,0,13554,3,0,0,1055,0,0,0,0,0,0,255,39,0,0
2021-04-04,1251,299,0,0,839,194,0,0,99,44,0,0,84,1,0,0,42,0,0,0,0,0,0,187,18,0,0
2021-04-03,9608,971,0,0,6624,758,0,0,216,92,0,0,2444,7,0,0,90,0,0,0,0,0,0,234,24,0,0
2021-04-02,40719,7694,0,0,20527,6885,0,0,346,119,0,0,18750,5,0,0,567,0,0,0,0,0,0,529,118,0,0
2021-04-01,38070,8021,0,0,19674,7569,0,0,437,156,0,0,17169,2,0,0,121,0,0,0,0,0,0,669,173,0,0
2021-03-31,23924,5426,0,0,765,5083,0,0,381,130,0,0,22143,12,0,0,50,0,0,0,0,0,0,585,151,0,0
2021-03-30,28781,2745,0,0,681,2295,0,0,322,214,0,0,27443,2,0,0,42,0,0,0,0,0,0,293,192,0,0
2021-03-29,26763,1440,0,0,528,1155,0,0,272,79,0,0,25518,2,0,0,25,0,0,0,0,0,0,420,179,0,0
2021-03-28,852,251,0,0,296,140,0,0,141,30,0,0,77,1,0,0,9,0,0,0,0,0,0,329,71,0,0
2021-03-27,2471,383,0,0,444,180,0,0,235,79,0,0,1345,5,0,0,28,0,0,0,0,0,0,419,91,0,0
2021-03-26,25780,2099,0,0,706,1635,0,0,323,83,0,0,24018,0,0,0,251,0,0,0,0,0,0,482,130,0,0
2021-03-25,33818,1952,0,0,575,1376,0,0,415,81,0,0,31934,3,0,0,290,0,0,0,0,0,0,604,202,0,0
2021-03-24,29401,1614,0,0,576,1401,0,0,327,46,0,0,28109,4,0,0,27,0,0,0,0,0,0,362,136,0,0
2021-03-23,21574,1295,0,0,461,821,0,0,266,72,0,0,20339,3,0,0,214,0,0,0,0,0,0,294,185,0,0
2021-03-22,4863,752,0,0,452,426,0,0,249,28,0,0,3705,2,0,0,158,0,0,0,0,0,0,299,138,0,0
2021-03-21,809,444,0,0,329,381,0,0,106,16,0,0,57,1,0,0,19,0,0,0,0,0,0,298,27,0,0
2021-03-20,1971,531,0,0,1336,435,0,0,174,33,0,0,325,1,0,0,27,0,0,0,0,0,0,109,35,0,0
2021-03-19,18532,995,0,0,6656,164,0,0,293,82,0,0,10754,2,0,0,590,0,0,0,0,0,0,239,157,0,0
2021-03-18,20741,883,0,0,9471,189,0,0,287,180,0,0,10409,5,0,0,381,0,0,0,0,0,0,193,128,0,0
2021-03-17,21394,909,0,0,10420,141,0,0,258,68,0,0,9884,1,0,0,609,0,0,0,0,0,0,223,90,0,0
2021-03-16,20482,1027,0,0,7033,138,0,0,227,96,0,0,12241,3,0,0,690,0,0,0,0,0,0,291,100,0,0
2021-03-15,14169,1162,0,0,921,84,0,0,145,53,0,0,11895,1,0,0,899,0,0,0,0,0,0,309,125,0,0
2021-03-14,1791,132,0,0,263,27,0,0,64,26,0,0,1157,0,0,0,56,0,0,0,0,0,0,251,23,0,0
2021-03-13,4470,202,0,0,779,57,0,0,103,55,0,0,3324,0,0,0,63,0,0,0,0,0,0,201,27,0,0
2021-03-12,39169,579,0,0,6622,114,0,0,225,107,0,0,31897,0,0,0,253,0,0,0,0,0,0,172,105,0,0
2021-03-11,45424,649,0,0,7473,135,0,0,184,181,0,0,37343,1,0,0,234,0,0,0,0,0,0,190,98,0,0
2021-03-10,55004,557,0,0,5269,99,0,0,168,95,0,0,49120,0,0,0,271,0,0,0,0,0,0,176,92,0,0
2021-03-09,64256,456,0,0,2442,105,0,0,305,162,0,0,61196,0,0,0,23,0,0,0,0,0,0,290,166,0,0
2021-03-08,68091,257,0,0,1449,63,0,0,275,82,0,0,66212,3,0,0,32,0,0,0,0,0,0,123,77,0,0
2021-03-07,2424,93,0,0,166,33,0,0,62,20,0,0,2106,0,0,0,22,0,0,0,0,0,0,68,18,0,0
2021-03-06,18461,156,0,0,201,56,0,0,100,48,0,0,18064,1,0,0,24,0,0,0,0,0,0,72,27,0,0
2021-03-05,71146,402,0,0,1653,98,0,0,325,198,0,0,68996,0,0,0,11,0,0,0,0,0,0,161,95,0,0
2021-03-04,70695,502,0,0,1444,103,0,0,157,330,0,0,68921,0,0,0,10,0,0,0,0,0,0,163,59,0,0
2021-03-03,69377,290,0,0,1456,92,0,0,135,134,0,0,67647,0,0,0,4,0,0,0,0,0,0,135,60,0,0
2021-03-02,66217,287,1,0,861,92,0,0,159,115,0,0,65069,0,1,0,3,0,0,0,0,0,0,125,77,0,0
2021-03-01,1922,252,0,0,462,81,0,0,142,62,0,0,1198,0,0,0,5,0,0,0,0,0,0,115,104,0,0
2021-02-28,1023,100,0,0,384,45,0,0,37,39,0,0,583,0,0,0,0,0,0,0,0,0,0,19,16,0,0
2021-02-27,1734,207,0,0,477,79,0,0,86,107,0,0,1126,0,0,0,2,0,0,0,0,0,0,43,19,0,0
2021-02-26,38421,10890,1,0,5495,3011,0,0,7366,4584,0,0,20641,5,1,0,43,0,0,0,0,0,0,4876,3247,0,0
